window_start,window_end,severity,failure_type,failure_in_next_30min,alarm_duration_min,n_alarms_in_window,hour,day_of_week,month,is_weekend,shift,alarms_last_60min,shift_enc,severity_enc,alarms_last_1h,alarms_last_6h,alarms_last_24h,past_thermal_6h,past_mechanical_6h,past_high_6h,past_medium_6h,time_since_last_any,time_since_last_thermal,time_since_last_mechanical,mean_duration_last_20,max_duration_last_20,std_duration_last_20,alarm_acceleration,EAU11,EAU12,EAU21,EAU22,EAU11_mean_30min,EAU11_std_30min,EAU11_max_30min,EAU11_mean_1h,EAU11_std_1h,EAU11_max_1h,EAU11_mean_6h,EAU11_std_6h,EAU11_max_6h,EAU11_diff1,EAU11_diff3,EAU11_zscore,EAU12_mean_30min,EAU12_std_30min,EAU12_max_30min,EAU12_mean_1h,EAU12_std_1h,EAU12_max_1h,EAU12_mean_6h,EAU12_std_6h,EAU12_max_6h,EAU12_diff1,EAU12_diff3,EAU12_zscore,EAU21_mean_30min,EAU21_std_30min,EAU21_max_30min,EAU21_mean_1h,EAU21_std_1h,EAU21_max_1h,EAU21_mean_6h,EAU21_std_6h,EAU21_max_6h,EAU21_diff1,EAU21_diff3,EAU21_zscore,EAU22_mean_30min,EAU22_std_30min,EAU22_max_30min,EAU22_mean_1h,EAU22_std_1h,EAU22_max_1h,EAU22_mean_6h,EAU22_std_6h,EAU22_max_6h,EAU22_diff1,EAU22_diff3,EAU22_zscore,EAU_delta_11_22,EAU_delta_12_21,EAU_mean_all,EAU_max_all,is_night_shift,is_morning_shift,hour_sin,hour_cos,dow_sin,dow_cos
2026-05-09 02:45:00,2026-05-09 02:50:00,LOW,Mechanical_Stop,1,0.9,1,2,5,5,1,Night,6,2,1,5,24,24,18,6,9,5,5.0,65.0,0.0,20.595,99.1,33.136,0.2,1.444,0.0,0.489,3.967,0.607,0.6768,1.444,0.3035,0.5556,1.444,0.8971,0.8695,2.5,0.353,1.444,0.7795,0.2085,0.5107,1.251,0.1042,0.3611,1.251,0.9666,1.0234,2.51,-1.251,0.0,-0.9971,0.6365,1.334,3.33,0.3182,0.9588,3.33,1.4442,1.5713,3.33,0.489,0.489,-0.8339,1.9542,2.1701,4.44,1.1526,1.7826,4.44,2.1444,2.0198,4.44,-0.473,3.967,0.9298,2.523,0.489,1.475,3.967,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:50:00,2026-05-09 02:55:00,LOW,Mechanical_Stop,1,0.1,1,2,5,5,1,Night,7,2,1,6,25,25,18,7,9,5,5.0,70.0,0.0,18.31,99.1,32.823,0.2308,0.026,0.672,3.33,4.44,0.6113,0.6722,1.444,0.3057,0.5544,1.444,0.8714,0.8692,2.5,-1.418,-1.081,-0.9471,0.3205,0.5292,1.251,0.1602,0.3941,1.251,0.9579,1.009,2.51,0.672,0.672,-0.3269,1.1915,1.6673,3.33,0.5958,1.2848,3.33,1.4996,1.5807,3.33,2.841,0.0,1.0552,2.6942,2.1271,4.44,1.5226,1.9723,4.44,2.2119,2.0275,4.44,0.473,1.122,1.177,4.414,2.658,2.117,4.44,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 02:55:00,2026-05-09 03:00:00,NONE,No_Failure,0,0.0,0,2,5,5,1,Night,7,2,0,7,26,26,18,8,9,5,5.0,75.0,5.0,15.055,99.1,31.111,0.2593,1.891,1.739,3.33,4.44,0.9265,0.7651,1.891,0.4632,0.7072,1.891,0.9006,0.8735,2.5,1.865,0.8,1.3238,0.6103,0.7491,1.739,0.3052,0.5972,1.739,0.9802,1.0028,2.51,1.067,0.488,0.7373,1.7465,1.7438,3.33,0.8732,1.488,3.33,1.5519,1.5877,3.33,0.0,3.33,1.0552,3.4342,1.7393,4.44,1.8926,2.0745,4.44,2.2755,2.0327,4.44,0.0,0.0,1.177,2.549,1.591,2.85,4.44,1,0,0.5,0.866,-0.9749,-0.2225
2026-05-09 03:00:00,2026-05-09 03:05:00,NONE,No_Failure,0,0.0,0,3,5,5,1,Night,7,2,0,7,26,26,18,8,9,5,5.0,80.0,10.0,13.495,99.1,31.041,0.2593,1.079,2.51,3.33,4.44,1.1063,0.6161,1.891,0.5532,0.7116,1.891,0.9055,0.8614,2.5,-0.812,-0.365,0.335,1.0287,0.9992,2.51,0.5143,0.8616,2.51,1.0227,1.0207,2.51,0.771,2.51,1.5062,2.3015,1.6008,3.33,1.1508,1.6154,3.33,1.6013,1.5927,3.33,0.0,2.841,1.0552,4.1742,0.4601,4.44,2.2626,2.102,4.44,2.3357,2.0356,4.44,0.0,0.473,1.177,3.361,0.82,2.8398,4.44,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:05:00,2026-05-09 03:10:00,MEDIUM,Thermal_Anomaly,1,55.4,1,3,5,5,1,Night,8,2,2,7,26,26,18,8,9,6,5.0,0.0,15.0,8.75,99.1,24.509,0.2593,2.5,2.51,3.33,4.44,1.3385,0.8387,2.5,0.7615,0.8808,2.5,0.9486,0.8889,2.5,1.421,2.474,2.0653,1.447,1.0078,2.51,0.7235,1.0162,2.51,1.0629,1.0357,2.51,0.0,1.838,1.5062,2.3015,1.6008,3.33,1.4282,1.6843,3.33,1.648,1.5959,3.33,0.0,0.0,1.0552,4.3612,0.1931,4.44,2.4571,2.1923,4.44,2.3925,2.0368,4.44,0.0,0.0,1.177,1.94,0.82,3.195,4.44,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:10:00,2026-05-09 03:15:00,MEDIUM,Thermal_Anomaly,1,38.6,1,3,5,5,1,Night,9,2,2,8,27,27,19,8,9,7,5.0,0.0,20.0,8.755,99.1,24.519,0.2857,2.5,2.51,0.844,3.099,1.5733,0.9459,2.5,0.9698,0.9749,2.5,0.9894,0.9122,2.5,0.0,0.609,2.0653,1.6568,1.0868,2.51,0.9327,1.1079,2.51,1.101,1.0483,2.51,0.0,0.771,1.5062,2.4422,1.38,3.33,1.4986,1.6362,3.33,1.6269,1.5796,3.33,-2.486,-2.486,-0.5978,4.1377,0.5429,4.44,2.7153,2.0547,4.44,2.4111,2.0123,4.44,-1.341,-1.341,0.4762,0.599,-1.666,2.2382,3.099,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:15:00,2026-05-09 03:20:00,MEDIUM,Thermal_Anomaly,1,49.4,1,3,5,5,1,Night,9,2,2,8,28,28,20,8,9,8,5.0,0.0,25.0,10.585,99.1,25.34,0.2759,0.01,2.51,2.814,4.44,1.3343,1.1453,2.5,0.9707,0.974,2.5,0.9643,0.9137,2.5,-2.49,-1.069,-0.9666,2.0752,0.7534,2.51,1.1418,1.1519,2.51,1.1371,1.0587,2.51,0.0,0.0,1.5062,2.8297,0.9944,3.33,1.7331,1.6032,3.33,1.6573,1.5702,3.33,1.97,-0.516,0.7121,4.2165,0.5475,4.44,3.0853,1.9164,4.44,2.4632,2.0121,4.44,1.341,0.0,1.177,4.43,0.304,2.4435,4.44,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:20:00,2026-05-09 03:25:00,LOW,Thermal_Anomaly,1,2.0,1,3,5,5,1,Night,9,2,1,8,29,29,21,8,9,8,5.0,0.0,30.0,8.1,55.4,17.394,0.2667,0.514,2.51,3.33,0.0,1.4157,1.0469,2.5,1.0135,0.9381,2.5,0.9531,0.9047,2.5,0.504,-1.986,-0.3529,2.3815,0.3148,2.51,1.351,1.1536,2.51,1.1714,1.0673,2.51,0.0,0.0,1.5062,2.8297,0.9944,3.33,2.0106,1.5636,3.33,1.6991,1.5724,3.33,0.516,0.0,1.0552,3.4765,1.7856,4.44,3.0853,1.9164,4.44,2.4016,2.0239,4.44,-4.44,-4.44,-1.1431,-0.514,0.82,1.5885,3.33,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:25:00,2026-05-09 03:30:00,MEDIUM,Thermal_Anomaly,1,37.4,1,3,5,5,1,Night,10,2,2,9,30,30,22,8,9,9,5.0,0.0,35.0,7.96,55.4,17.433,0.2903,0.281,2.51,3.242,4.44,1.1473,1.1054,2.5,1.0369,0.9137,2.5,0.9367,0.8995,2.5,-0.233,-2.219,-0.6366,2.51,0.0,2.51,1.5602,1.1132,2.51,1.2041,1.0744,2.51,0.0,0.0,1.5062,2.815,0.9862,3.33,2.2808,1.4614,3.33,1.7368,1.5712,3.33,-0.088,2.398,0.9967,3.4765,1.7856,4.44,3.4553,1.6807,4.44,2.4513,2.0237,4.44,4.44,1.341,1.177,4.159,0.732,2.6182,4.44,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:30:00,2026-05-09 03:35:00,HIGH,Thermal_Anomaly,1,61.1,1,3,5,5,1,Night,10,2,3,9,31,31,23,8,10,9,5.0,0.0,40.0,9.825,55.4,18.51,0.2812,1.483,2.51,3.33,1.874,1.2147,1.1127,2.5,1.1605,0.8593,2.5,0.9497,0.8924,2.5,1.202,1.473,0.827,2.51,0.0,2.51,1.7693,1.0258,2.51,1.2352,1.0802,2.51,0.0,0.0,1.5062,2.815,0.9862,3.33,2.5582,1.2957,3.33,1.7747,1.5713,3.33,0.088,0.516,1.0552,3.0488,1.8157,4.44,3.6115,1.3929,4.44,2.4375,2.0008,4.44,-2.566,-2.566,-0.1639,0.391,0.82,2.2993,3.33,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:35:00,2026-05-09 03:40:00,MEDIUM,Thermal_Anomaly,1,55.3,1,3,5,5,1,Night,10,2,2,9,32,32,24,8,10,10,5.0,0.0,45.0,12.88,61.1,21.589,0.2727,0.643,1.613,1.24,2.69,0.9052,0.9263,2.5,1.1218,0.8723,2.5,0.9426,0.883,2.5,-0.84,0.129,-0.1959,2.3605,0.3662,2.51,1.9038,0.8661,2.51,1.244,1.0688,2.51,-0.897,-0.897,0.6116,2.4667,1.127,3.33,2.3841,1.3227,3.33,1.7623,1.5546,3.33,-2.09,-2.09,-0.3345,2.7572,1.6833,4.44,3.5592,1.4165,4.44,2.4434,1.9772,4.44,0.816,2.69,0.2625,2.047,-0.373,1.5465,2.69,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:40:00,2026-05-09 03:45:00,MEDIUM,Thermal_Anomaly,1,50.1,1,3,5,5,1,Night,10,2,2,9,33,33,25,8,10,11,5.0,0.0,50.0,15.645,61.1,23.324,0.2647,1.946,0.818,1.856,0.0,0.8128,0.7455,1.946,1.1931,0.9039,2.5,0.9654,0.8856,2.5,1.303,1.665,1.3907,2.0785,0.7142,2.51,1.8677,0.904,2.51,1.2343,1.0583,2.51,-0.795,-1.692,-0.1813,2.6353,0.8854,3.33,2.5388,1.11,3.33,1.7644,1.5365,3.33,0.616,-1.386,0.0751,2.2407,2.0026,4.44,3.1892,1.7141,4.44,2.3879,1.9885,4.44,-2.69,-4.44,-1.1431,-1.946,1.038,1.155,1.946,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:45:00,2026-05-09 03:50:00,HIGH,Thermal_Anomaly,1,68.0,1,3,5,5,1,Night,10,2,3,9,34,34,26,8,11,11,5.0,0.0,55.0,18.15,61.1,24.228,0.2571,1.309,1.11,0.0,0.0,1.0293,0.6479,1.946,1.1818,0.9013,2.5,0.973,0.877,2.5,-0.637,-0.174,0.6151,1.8452,0.7714,2.51,1.9602,0.7368,2.51,1.2315,1.0464,2.51,0.292,-1.4,0.11,2.1663,1.3793,3.33,2.498,1.1976,3.33,1.7252,1.5415,3.33,-1.856,-3.33,-1.1591,1.5007,1.8412,4.44,2.8586,1.9206,4.44,2.3348,1.9978,4.44,0.0,-1.874,-1.1431,-1.309,-1.11,0.6048,1.309,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:50:00,2026-05-09 03:55:00,HIGH,Thermal_Anomaly,1,65.8,1,3,5,5,1,Night,10,2,3,9,35,35,27,8,12,11,5.0,0.0,60.0,21.55,68.0,26.235,0.25,0.0,0.0,0.0,4.44,0.9437,0.7549,1.946,1.1797,0.9044,2.5,0.9518,0.879,2.5,-1.309,-0.643,-0.9788,1.4268,0.9887,2.51,1.9042,0.859,2.51,1.2048,1.0505,2.51,-1.11,-1.613,-0.9971,1.6113,1.4835,3.33,2.2205,1.3618,3.33,1.6877,1.5454,3.33,0.0,-1.24,-1.1591,2.2407,2.0026,4.44,2.8586,1.9206,4.44,2.3806,1.9997,4.44,4.44,1.75,1.177,4.44,0.0,1.11,4.44,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 03:55:00,2026-05-09 04:00:00,MEDIUM,Thermal_Anomaly,1,59.4,1,3,5,5,1,Night,11,2,2,10,36,36,28,8,12,12,5.0,0.0,65.0,24.84,68.0,27.487,0.2703,0.0,0.0,0.0,0.0,0.8968,0.8108,1.946,1.0221,0.9335,2.5,0.9316,0.8804,2.5,0.0,-1.946,-0.9788,1.0085,0.9696,2.51,1.7592,1.0209,2.51,1.1791,1.0537,2.51,0.0,-0.818,-0.9971,1.071,1.3557,3.33,1.943,1.4515,3.33,1.6518,1.5482,3.33,0.0,-1.856,-1.1591,1.5007,1.8412,4.44,2.4886,2.0137,4.44,2.3299,2.0081,4.44,-4.44,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.7071,0.7071,-0.9749,-0.2225
2026-05-09 04:00:00,2026-05-09 04:05:00,NONE,No_Failure,0,0.0,0,4,5,5,1,Night,11,2,0,11,37,37,29,8,12,12,5.0,5.0,70.0,27.635,68.0,28.039,0.2895,0.0,0.0,0.0,0.0,0.6497,0.8224,1.946,0.9322,0.9784,2.5,0.9122,0.8813,2.5,0.0,-1.309,-0.9788,0.5902,0.6947,1.613,1.5501,1.1066,2.51,1.1546,1.0563,2.51,0.0,-1.11,-0.9971,0.516,0.8228,1.856,1.6655,1.4803,3.33,1.6174,1.55,3.33,0.0,0.0,-1.1591,1.1883,1.9223,4.44,2.1186,2.0303,4.44,2.2814,2.0149,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:05:00,2026-05-09 04:10:00,NONE,No_Failure,0,0.0,0,4,5,5,1,Night,10,2,0,10,37,37,29,8,12,12,5.0,10.0,75.0,27.535,68.0,28.139,0.2632,0.0,0.0,0.0,0.0,0.5425,0.8642,1.946,0.7238,0.8749,2.5,0.8936,0.8818,2.5,0.0,0.0,-0.9788,0.3213,0.5063,1.11,1.3409,1.1452,2.51,1.131,1.0582,2.51,0.0,0.0,-0.9971,0.3093,0.7577,1.856,1.388,1.4517,3.33,1.5843,1.5511,3.33,0.0,0.0,-1.1591,0.74,1.8126,4.44,1.7486,1.9726,4.44,2.2348,2.0202,4.44,0.0,-4.44,-1.1431,0.0,0.0,0.0,0.0,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:10:00,2026-05-09 04:15:00,LOW,Mechanical_Stop,1,1.9,1,4,5,5,1,Night,10,2,1,9,37,37,29,8,12,12,5.0,15.0,0.0,27.535,68.0,28.139,0.2368,0.0,0.0,0.0,0.0,0.2182,0.5344,1.309,0.5155,0.692,1.946,0.8757,0.8818,2.5,0.0,0.0,-0.9788,0.185,0.4532,1.11,1.1317,1.1415,2.51,1.1084,1.0594,2.51,0.0,0.0,-0.9971,0.0,0.0,0.0,1.3177,1.5001,3.33,1.5527,1.5515,3.33,0.0,0.0,-1.1591,0.74,1.8126,4.44,1.4903,1.9826,4.44,2.1901,2.0243,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:15:00,2026-05-09 04:20:00,LOW,Mechanical_Stop,1,7.6,1,4,5,5,1,Night,10,2,1,9,38,38,29,9,12,12,5.0,20.0,0.0,27.555,68.0,28.119,0.2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5147,0.6927,1.946,0.8585,0.8815,2.5,0.0,0.0,-0.9788,0.0,0.0,0.0,0.9226,1.095,2.51,1.0866,1.0602,2.51,0.0,0.0,-0.9971,0.0,0.0,0.0,1.0832,1.4645,3.33,1.5222,1.5512,3.33,0.0,0.0,-1.1591,0.74,1.8126,4.44,1.1203,1.7867,4.44,2.1472,2.0273,4.44,0.0,0.0,-1.1431,0.0,0.0,0.0,0.0,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:20:00,2026-05-09 04:25:00,NONE,No_Failure,0,0.0,0,4,5,5,1,Night,9,2,0,9,39,39,29,10,12,12,5.0,25.0,5.0,27.85,68.0,27.864,0.225,0.0,1.779,1.393,2.112,0.0,0.0,0.0,0.4718,0.7084,1.946,0.842,0.8809,2.5,0.0,0.0,-0.9788,0.2965,0.7263,1.779,0.8617,1.0162,2.51,1.1,1.0542,2.51,1.779,1.779,0.7772,0.2322,0.5687,1.393,0.9218,1.2908,3.33,1.5197,1.536,3.33,1.393,1.393,-0.2328,0.352,0.8622,2.112,1.2963,1.7702,4.44,2.1465,2.0073,4.44,2.112,2.112,-0.0395,2.112,-0.386,1.321,2.112,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:25:00,2026-05-09 04:30:00,NONE,No_Failure,0,0.0,0,4,5,5,1,Night,8,2,0,8,39,39,29,10,12,12,5.0,30.0,10.0,27.65,68.0,28.058,0.2,0.155,1.102,0.0,3.878,0.0258,0.0633,0.155,0.4613,0.7124,1.946,0.8291,0.8775,2.5,0.155,0.155,-0.7901,0.4802,0.7741,1.779,0.7443,0.8808,2.51,1.1,1.044,2.51,-0.677,1.102,0.102,0.2322,0.5687,1.393,0.6516,1.0836,3.33,1.4911,1.5354,3.33,-1.393,0.0,-1.1591,0.9983,1.6443,3.878,1.2495,1.6849,4.44,2.1792,2.0021,4.44,1.766,3.878,0.8833,3.723,-1.102,1.2838,3.878,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:30:00,2026-05-09 04:35:00,NONE,No_Failure,0,0.0,0,4,5,5,1,Night,7,2,0,7,39,39,29,10,12,12,5.0,35.0,15.0,27.605,68.0,28.103,0.175,0.0,2.51,2.63,0.81,0.0258,0.0633,0.155,0.3378,0.6445,1.946,0.8137,0.8765,2.5,-0.155,0.0,-0.9788,0.8985,1.0803,2.51,0.7443,0.8808,2.51,1.1261,1.0517,2.51,1.408,2.51,1.5062,0.6705,1.1099,2.63,0.5933,0.935,2.63,1.5121,1.5288,3.33,2.63,2.63,0.5898,1.1333,1.5779,3.878,1.1608,1.677,4.44,2.1538,1.9919,4.44,-3.068,0.81,-0.7199,0.81,0.12,1.4875,2.63,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:35:00,2026-05-09 04:40:00,LOW,Mechanical_Stop,1,2.1,1,4,5,5,1,Night,7,2,1,6,39,39,29,10,12,12,5.0,40.0,0.0,27.6,68.0,28.109,0.15,0.538,1.979,3.33,4.44,0.1155,0.2161,0.538,0.329,0.6407,1.946,0.8087,0.8691,2.5,0.538,0.538,-0.3237,1.2283,1.0529,2.51,0.7748,0.9191,2.51,1.1416,1.0483,2.51,-0.531,0.2,0.9766,1.2255,1.4789,3.33,0.7674,1.2182,3.33,1.5452,1.5342,3.33,0.7,1.937,1.0552,1.8733,1.9397,4.44,1.3067,1.8852,4.44,2.1954,1.9973,4.44,3.63,2.328,1.177,3.902,1.351,2.5718,4.44,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:40:00,2026-05-09 04:45:00,NONE,No_Failure,0,0.0,0,4,5,5,1,Night,6,2,0,6,40,40,29,11,12,12,5.0,45.0,5.0,27.705,68.0,28.004,0.1463,1.365,1.622,3.265,4.44,0.343,0.5424,1.365,0.2806,0.5175,1.365,0.8186,0.8644,2.5,0.827,1.21,0.6833,1.4987,0.8661,2.51,0.8418,0.9513,2.51,1.1502,1.0407,2.51,-0.357,0.52,0.6206,1.7697,1.5373,3.33,0.8848,1.3886,3.33,1.5759,1.5375,3.33,-0.065,3.265,1.012,2.6133,1.929,4.44,1.6767,2.0352,4.44,2.2355,2.0017,4.44,0.0,0.562,1.177,3.075,1.643,2.673,4.44,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:45:00,2026-05-09 04:50:00,NONE,No_Failure,0,0.0,0,4,5,5,1,Night,5,2,0,5,40,40,29,11,12,12,5.0,50.0,10.0,27.705,68.0,28.004,0.122,1.562,1.364,3.33,4.44,0.6033,0.6975,1.562,0.3017,0.566,1.562,0.8317,0.8623,2.5,0.197,1.562,0.9232,1.726,0.4925,2.51,0.863,0.9606,2.51,1.1539,1.0317,2.51,-0.258,-1.146,0.3633,2.3247,1.3617,3.33,1.1623,1.5221,3.33,1.6067,1.5413,3.33,0.065,0.7,1.0552,3.3533,1.538,4.44,2.0467,2.1051,4.44,2.2742,2.0051,4.44,0.0,3.63,1.177,2.878,1.966,2.674,4.44,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:50:00,2026-05-09 04:55:00,LOW,Thermal_Anomaly,1,8.2,1,4,5,5,1,Night,5,2,1,4,40,40,29,11,12,12,5.0,0.0,15.0,24.935,68.0,27.86,0.0976,0.217,1.322,0.722,4.44,0.6395,0.6648,1.562,0.3198,0.559,1.562,0.8211,0.8585,2.5,-1.345,-0.321,-0.7146,1.6498,0.5174,2.51,0.9732,0.9279,2.51,1.1568,1.0229,2.51,-0.042,-0.657,0.3214,2.2128,1.4762,3.33,1.2225,1.4858,3.33,1.5914,1.5322,3.33,-2.608,-2.608,-0.679,3.7413,1.4535,4.44,2.0467,2.1051,4.44,2.3115,2.0077,4.44,0.0,0.0,1.177,4.223,-0.6,1.6752,4.44,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 04:55:00,2026-05-09 05:00:00,LOW,Thermal_Anomaly,1,2.0,1,4,5,5,1,Night,5,2,1,4,41,41,30,11,12,12,5.0,0.0,20.0,23.415,68.0,27.904,0.0952,0.251,2.51,2.257,2.655,0.6555,0.6518,1.562,0.3407,0.5505,1.562,0.8114,0.8543,2.5,0.034,-1.114,-0.6732,1.8845,0.5381,2.51,1.1823,0.9705,2.51,1.1798,1.0292,2.51,1.188,0.888,1.5062,2.589,1.0152,3.33,1.4106,1.4596,3.33,1.6027,1.5214,3.33,1.535,-1.008,0.3417,3.5375,1.515,4.44,2.2679,2.0077,4.44,2.3173,1.9908,4.44,-1.785,-1.785,0.2442,2.404,-0.253,1.9182,2.655,1,0,0.866,0.5,-0.9749,-0.2225
2026-05-09 05:00:00,2026-05-09 05:05:00,MEDIUM,Thermal_Anomaly,1,27.7,1,5,5,5,1,Night,6,2,2,5,42,42,31,11,12,13,5.0,0.0,25.0,21.045,68.0,27.592,0.1163,2.476,2.51,2.575,2.673,1.0682,0.893,2.476,0.547,0.8128,2.476,0.8392,0.8738,2.5,2.225,0.914,2.0361,1.8845,0.5381,2.51,1.3915,0.9629,2.51,1.2019,1.0348,2.51,0.0,1.146,1.5062,2.5798,1.015,3.33,1.6252,1.4221,3.33,1.6189,1.5136,3.33,0.318,-0.755,0.5532,3.848,0.9171,4.44,2.4907,1.8772,4.44,2.3233,1.9744,4.44,0.018,-1.767,0.2536,0.197,0.065,2.5585,2.673,1,0,0.9659,0.2588,-0.9749,-0.2225
2026-05-09 05:05:00,2026-05-09 05:10:00,LOW,Thermal_Anomaly,1,2.0,1,5,5,5,1,Night,7,2,1,6,43,43,32,11,12,13,5.0,0.0,30.0,22.33,68.0,27.255,0.1364,2.5,0.001,3.33,3.484,1.3952,1.0114,2.5,0.7553,0.9658,2.5,0.8664,0.8922,2.5,0.024,2.283,2.0653,1.5548,0.931,2.51,1.3916,0.9628,2.51,1.1823,1.0376,2.51,-2.509,-1.321,-0.9961,2.5798,1.015,3.33,1.9027,1.4009,3.33,1.647,1.5169,3.33,0.755,2.608,1.0552,3.6887,0.8758,4.44,2.781,1.7198,4.44,2.3423,1.9635,4.44,0.811,-0.956,0.6774,0.984,3.329,2.3288,3.484,1,0,0.9659,0.2588,-0.9749,-0.2225
2026-05-09 05:10:00,2026-05-09 05:15:00,HIGH,Thermal_Anomaly,1,91.3,1,5,5,5,1,Night,7,2,3,6,44,44,33,11,13,13,5.0,0.0,35.0,20.56,68.0,27.374,0.1333,2.078,1.189,2.625,4.44,1.514,1.0484,2.5,0.9285,1.0036,2.5,0.8859,0.8982,2.5,-0.422,1.827,1.5515,1.4827,0.9415,2.51,1.4907,0.8625,2.51,1.1824,1.0291,2.51,1.188,-1.321,0.1887,2.4732,0.9607,3.33,2.1214,1.2762,3.33,1.6627,1.5095,3.33,-0.705,0.368,0.5864,3.6887,0.8758,4.44,3.151,1.5348,4.44,2.3761,1.9655,4.44,0.956,1.785,1.177,2.362,1.436,2.583,4.44,1,0,0.9659,0.2588,-0.9749,-0.2225
2026-05-09 05:15:00,2026-05-09 05:20:00,MEDIUM,Thermal_Anomaly,1,44.4,1,5,5,5,1,Night,7,2,2,6,45,45,34,11,13,14,5.0,0.0,40.0,22.07,91.3,30.394,0.1304,0.075,0.99,3.33,4.44,1.2662,1.1996,2.5,0.9348,0.9975,2.5,0.873,0.8967,2.5,-2.003,-2.401,-0.8875,1.4203,0.9631,2.51,1.5732,0.7465,2.51,1.1793,1.021,2.51,-0.199,-1.52,-0.0097,2.4732,0.9607,3.33,2.3989,1.1262,3.33,1.6892,1.5119,3.33,0.705,0.755,1.0552,3.6887,0.8758,4.44,3.521,1.206,4.44,2.4089,1.9668,4.44,0.0,1.767,1.177,4.365,2.34,2.2088,4.44,1,0,0.9659,0.2588,-0.9749,-0.2225
2026-05-09 05:20:00,2026-05-09 05:25:00,MEDIUM,Thermal_Anomaly,1,37.1,1,5,5,5,1,Night,8,2,2,7,46,46,35,11,13,15,5.0,0.0,45.0,21.525,91.3,29.86,0.1489,2.5,2.51,3.33,0.944,1.6467,1.1617,2.5,1.1431,1.0445,2.5,0.8985,0.9126,2.5,2.425,0.0,2.0653,1.6183,1.0564,2.51,1.6341,0.7932,2.51,1.2001,1.0264,2.51,1.52,2.509,1.5062,2.9078,0.4794,3.33,2.5603,1.1076,3.33,1.7148,1.5138,3.33,0.0,0.0,1.0552,3.106,1.3242,4.44,3.4237,1.3665,4.44,2.386,1.9597,4.44,-3.496,-2.54,-0.6498,-1.556,0.82,2.321,3.33,1,0,0.9659,0.2588,-0.9749,-0.2225
2026-05-09 05:25:00,2026-05-09 05:30:00,HIGH,Thermal_Anomaly,1,73.1,1,5,5,5,1,Night,9,2,3,8,47,47,36,11,14,15,5.0,0.0,50.0,20.875,91.3,29.342,0.1667,1.607,2.51,0.0,4.279,1.8727,0.9482,2.5,1.2641,1.0029,2.5,0.9094,0.9096,2.5,-0.893,-0.471,0.978,1.6183,1.0564,2.51,1.7514,0.8113,2.51,1.2203,1.0313,2.51,0.0,1.321,1.5062,2.5317,1.2909,3.33,2.5603,1.1076,3.33,1.6885,1.517,3.33,-3.33,-2.625,-1.1591,3.3767,1.3784,4.44,3.4571,1.3835,4.44,2.4151,1.9585,4.44,3.335,-0.161,1.0928,2.672,-2.51,2.099,4.279,1,0,0.9659,0.2588,-0.9749,-0.2225
2026-05-09 05:30:00,2026-05-09 05:35:00,MEDIUM,Thermal_Anomaly,1,27.1,1,5,5,5,1,Night,10,2,2,9,48,48,37,11,14,16,5.0,0.0,55.0,21.13,91.3,29.792,0.1837,2.261,2.51,3.33,0.962,1.8368,0.9246,2.5,1.4525,0.9551,2.5,0.9298,0.9178,2.5,0.654,2.186,1.7743,1.6183,1.0564,2.51,1.7514,0.8113,2.51,1.2398,1.0355,2.51,0.0,1.52,1.5062,2.6575,1.3321,3.33,2.6187,1.1298,3.33,1.7133,1.5187,3.33,3.33,0.0,1.0552,3.0915,1.694,4.44,3.4698,1.3575,4.44,2.3931,1.9515,4.44,-3.317,-3.478,-0.6404,-1.299,0.82,2.2657,3.33,1,0,0.9659,0.2588,-0.9749,-0.2225
